Id,Observation Date,Family,Genus,Species,Names of Collectors,Diameter at 1.3m,Max Diameter,Max Diameter POM,Condition Codes,Location Codes,Sampling Period,Comments,Data Level,Sampling Unit Name,Latitude,Longitude,Method,Subplot Number,1ha Plot X Coordinate,1ha Plot Y Coordinate,Tree Number,Site Name,1ha Plot Number,Protocol Version,Data Set Creator Institution,Data Set Creator Scientist,Data Set Contact
164230,2/3/2006,Dilleniaceae,Pinzona,coriacea,Marcos Molina,14.2,,,,,2006.01,,Level 0,VL-VB-4-622,10.34568187,-84.05793111,Derived,25,90.1,96,622,Volcán Barva,VG-VB-4,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164231,1/25/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,11.5,,,H,,2007.01,,Level 0,VL-VB-1-181,10.41642861,-84.01939043,Derived,5,3.8,88.16,181,Volcán Barva,VG-VB-1,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164232,1/25/2007,Sapindaceae,Paullinia,clavigera,Marcos Molina,14.7,,,N,,2007.01,,Level 0,VL-VB-1-326,10.41625179,-84.02027145,Derived,20,71.12,16.35,326,Volcán Barva,VG-VB-1,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164233,1/25/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,16.5,,,H,,2007.01,,Level 0,VL-VB-1-337,10.41619416,-84.02041601,Derived,21,84.86,6.23,337,Volcán Barva,VG-VB-1,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164234,1/25/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,12.6,,,D,,2007.01,,Level 0,VL-VB-1-342,10.41612769,-84.02050404,Derived,21,96.18,1.89,342,Volcán Barva,VG-VB-1,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164235,1/25/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,14.3,,,I,,2007.01,,Level 0,VL-VB-1-355,10.41620368,-84.02036778,Derived,21,81.19,10.17,355,Volcán Barva,VG-VB-1,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164236,1/25/2007,Sapindaceae,Paullinia,granatensis,Marcos Molina,11.8,,,,,2007.01,,Level 0,VL-VB-1-388,10.41594291,-84.02009358,Derived,23,89.96,50.87,388,Volcán Barva,VG-VB-1,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164237,1/25/2007,Unknown,Unknown,unknown,Marcos Molina,12.2,,,,,2007.01,recruit06,Level 0,VL-VB-1-445,10.41636367,-84.02026049,Derived,11,59.96,10.87,445,Volcán Barva,VG-VB-1,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164238,1/25/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,10.9,,,,,2007.01,recruit06,Level 0,VL-VB-1-447,10.4158445,-84.01972446,Derived,16,77.99,90.98,447,Volcán Barva,VG-VB-1,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164239,2/12/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,13.7,,,,,2007.01,,Level 0,VL-VB-2-170,10.40277089,-84.03769689,Derived,11,44.13,19.27,170,Volcán Barva,VG-VB-2,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164240,2/12/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,17,,,,,2007.01,,Level 0,VL-VB-2-247,10.40226793,-84.03723188,Derived,15,45.2,94.68,247,Volcán Barva,VG-VB-2,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164241,2/12/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,17.4,,,,,2007.01,,Level 0,VL-VB-2-255,10.40209085,-84.03741317,Derived,16,73.08,95.33,255,Volcán Barva,VG-VB-2,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164242,2/12/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,11.4,,,U,,2007.01,recruit05,Level 0,VL-VB-2-432,10.40267195,-84.03721704,Derived,4,13.38,63.26,432,Volcán Barva,VG-VB-2,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164243,2/12/2007,Sapindaceae,Paullinia,ingifolia,Marcos Molina,10.5,,,,,2007.01,recruit06,Level 0,VL-VB-2-454,10.40257145,-84.03766172,Derived,12,56.45,37.97,454,Volcán Barva,VG-VB-2,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164244,2/12/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,11.5,,,,,2007.01,recruit06,Level 0,VL-VB-2-455,10.40263024,-84.03751594,Derived,13,40.37,44.18,455,Volcán Barva,VG-VB-2,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164245,2/12/2007,Fabaceae,Bauhinia,guianensis,Marcos Molina,14.9,,,U,,2007.01,recruit06,Level 0,VL-VB-2-449,10.40271508,-84.03724364,Derived,3,12.23,57.79,449,Volcán Barva,VG-VB-2,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164246,1/15/2007,Unknown,Unknown,unknown,Marcos Molina,22.8,,,,,2007.01,,Level 0,VL-VB-3-15,10.31613165,-84.04748616,Derived,1,17.1,10.12,15,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164247,1/15/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,15.9,,,,,2007.01,,Level 0,VL-VB-3-50,10.31640656,-84.04755074,Derived,3,10.04,40.53,50,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164248,1/15/2007,Unknown,Unknown,unknown,Marcos Molina,13.5,,,,,2007.01,,Level 0,VL-VB-3-63,10.31647575,-84.04747381,Derived,3,18.47,48.18,63,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164249,1/15/2007,Unknown,Unknown,unknown,Marcos Molina,12.6,,,,,2007.01,,Level 0,VL-VB-3-64,10.31647457,-84.04748723,Derived,3,17,48.05,64,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164250,1/15/2007,Unknown,Unknown,unknown,Marcos Molina,13.7,,,,,2007.01,,Level 0,VL-VB-3-70,10.31656515,-84.04750864,Derived,3,14.66,58.07,70,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164251,1/15/2007,Unknown,Unknown,unknown,Marcos Molina,14.1,,,,,2007.01,,Level 0,VL-VB-3-74,10.31651133,-84.04757015,Derived,3,7.92,52.12,74,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164252,1/15/2007,Unknown,Unknown,unknown,Marcos Molina,16.2,,,,,2007.01,,Level 0,VL-VB-3-94,10.31677559,-84.04758451,Derived,5,6.36,81.35,94,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164253,1/15/2007,Fabaceae,Bauhinia,guianensis,Marcos Molina,11.8,,,,,2007.01,,Level 0,VL-VB-3-182,10.31633393,-84.04741093,Derived,9,25.35,32.49,182,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164254,1/15/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,15.4,,,,,2007.01,,Level 0,VL-VB-3-214,10.31613064,-84.04731452,Derived,10,35.9,10,214,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164255,1/15/2007,Bignoniaceae,Callichlamys,latifolia,Marcos Molina,11.9,,,,,2007.01,,Level 0,VL-VB-3-228,10.31607004,-84.04716842,Derived,11,51.9,3.29,228,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164256,1/15/2007,Lamiaceae,Aegiphila,cephalophora,Marcos Molina,11.3,,,D,,2007.01,,Level 0,VL-VB-3-232,10.31618623,-84.0471335,Derived,11,55.73,16.14,232,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164257,1/15/2007,Polygalaceae,Moutabea,gentryi,Marcos Molina,15,,,,,2007.01,,Level 0,VL-VB-3-242,10.31625266,-84.04719407,Derived,12,49.1,23.49,242,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164258,1/15/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,10.2,,,,,2007.01,,Level 0,VL-VB-3-267,10.31641919,-84.04718757,Derived,13,49.82,41.91,267,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164259,1/15/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,11.9,,,,,2007.01,,Level 0,VL-VB-3-289,10.31649961,-84.04728401,Derived,8,39.26,50.81,289,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164260,1/15/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,12.7,,,,,2007.01,,Level 0,VL-VB-3-376,10.31658297,-84.04708283,Derived,17,61.3,60.02,376,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164261,1/15/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,20.9,,,,,2007.01,,Level 0,VL-VB-3-400,10.31650253,-84.04701131,Derived,18,69.13,51.12,400,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164262,1/15/2007,Unknown,Unknown,unknown,Marcos Molina,13.9,,,I,,2007.01,,Level 0,VL-VB-3-438,10.31625211,-84.04700873,Derived,19,69.4,23.42,438,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164263,1/15/2007,Fabaceae,Bauhinia,guianensis,Marcos Molina,38.5,,,D,,2007.01,,Level 0,VL-VB-3-460,10.31614551,-84.04700996,Derived,20,69.26,11.63,460,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164264,1/15/2007,Unknown,Unknown,unknown,Marcos Molina,11.8,,,,,2007.01,,Level 0,VL-VB-3-492,10.31611878,-84.04675432,Derived,21,97.26,8.66,492,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164265,1/15/2007,Unknown,Unknown,unknown,Marcos Molina,,,,K,,2007.01,,Level 0,VL-VB-3-517,10.31635149,-84.04673461,Derived,22,99.43,34.4,517,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164266,1/15/2007,Unknown,Unknown,unknown,Marcos Molina,15.2,,,,,2007.01,,Level 0,VL-VB-3-526,10.31641203,-84.0468305,Derived,23,88.93,41.1,526,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164267,1/15/2007,Unknown,Unknown,unknown,Marcos Molina,10.8,,,,,2007.01,,Level 0,VL-VB-3-561,10.31659592,-84.04681442,Derived,24,90.7,61.44,561,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164268,1/15/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,11.2,,,,,2007.01,,Level 0,VL-VB-3-586,10.31676374,-84.04677615,Derived,25,94.9,80,586,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164269,1/15/2007,Bignoniaceae,Paragonia,pyramidata,Marcos Molina,10.1,,,,,2007.01,recruit07,Level 0,VL-VB-3-617,10.31639432,-84.04700642,Derived,18,69.66,39.15,617,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164270,1/15/2007,Unknown,Unknown,unknown,Marcos Molina,10,,,,,2007.01,recruit07,Level 0,VL-VB-3-618,10.31645753,-84.04677382,Derived,23,95.14,46.13,618,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164271,2/28/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,22.3,,,,,2007.01,,Level 0,VL-VB-4-27,10.3447794,-84.05744044,Derived,2,2.4,24.16,27,Volcán Barva,VG-VB-4,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164272,2/28/2007,Sapindaceae,Paullinia,pterocarpa,Marcos Molina,10.7,,,,,2007.01,,Level 0,VL-VB-4-64,10.34485083,-84.05774806,Derived,3,3.71,58.74,64,Volcán Barva,VG-VB-4,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164273,2/28/2007,Fabaceae,Bauhinia,guianensis,Marcos Molina,12.8,,,,,2007.01,,Level 0,VL-VB-4-81.01,10.34499133,-84.05780887,Derived,4,17.69,68.25,81.01,Volcán Barva,VG-VB-4,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164274,2/28/2007,Fabaceae,Bauhinia,guianensis,Marcos Molina,12.3,,,U,,2007.01,,Level 0,VL-VB-4-81.02,10.34499133,-84.05780887,Derived,4,17.69,68.25,81.02,Volcán Barva,VG-VB-4,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164275,2/28/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,14,,,,,2007.01,,Level 0,VL-VB-4-193,10.34503078,-84.05732929,Derived,10,32.02,17.53,193,Volcán Barva,VG-VB-4,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164276,2/28/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,13.8,,,,,2007.01,,Level 0,VL-VB-4-194,10.345073,-84.05731894,Derived,10,36.82,17.31,194,Volcán Barva,VG-VB-4,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164277,2/28/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,11.1,,,,,2007.01,,Level 0,VL-VB-4-262,10.34513919,-84.05750303,Derived,12,40.15,38.5,262,Volcán Barva,VG-VB-4,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164278,2/28/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,12.4,,,U,,2007.01,,Level 0,VL-VB-4-286,10.34526243,-84.05751784,Derived,13,53.22,42.7,286,Volcán Barva,VG-VB-4,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164279,2/28/2007,Unknown,Unknown,unknown,Marcos Molina,10.9,,,,,2007.01,,Level 0,VL-VB-4-315,10.34535882,-84.05782306,Derived,14,57.29,77.55,315,Volcán Barva,VG-VB-4,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164280,2/28/2007,Dichapetalaceae,Dichapetalum,axillare,Marcos Molina,12.3,,,,,2007.01,,Level 0,VL-VB-4-321,10.34523366,-84.0578303,Derived,14,43.55,75.68,321,Volcán Barva,VG-VB-4,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164281,2/28/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,10.5,,,,,2007.01,,Level 0,VL-VB-4-357,10.34551643,-84.05798925,Derived,16,70.92,98.75,357,Volcán Barva,VG-VB-4,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164282,2/28/2007,Unknown,Unknown,unknown,Marcos Molina,13.5,,,,,2007.01,,Level 0,VL-VB-4-442,10.34547619,-84.05744563,Derived,19,77.94,39.46,442,Volcán Barva,VG-VB-4,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164283,2/28/2007,Unknown,Unknown,unknown,Marcos Molina,10.6,,,,,2007.01,,Level 0,VL-VB-4-503,10.34535404,-84.0571133,Derived,20,71.64,1.15,503,Volcán Barva,VG-VB-4,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164284,2/28/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,16.2,,,U,,2007.01,,Level 0,VL-VB-4-582,10.34564214,-84.05752329,Derived,23,94.33,51.32,582,Volcán Barva,VG-VB-4,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164285,2/28/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,,,,K,,2007.01,9003,Level 0,VL-VB-4-587,10.34555381,-84.0576178,Derived,23,82.76,59.61,587,Volcán Barva,VG-VB-4,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164286,2/28/2007,Dilleniaceae,Pinzona,coriacea,Marcos Molina,14.5,,,,,2007.01,,Level 0,VL-VB-4-622,10.34568187,-84.05793111,Derived,25,90.1,96,622,Volcán Barva,VG-VB-4,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164287,1/29/2008,Dilleniaceae,Pinzona,coriacea,Marcos Molina,11.5,,,H,,2008.01,,Level 0,VL-VB-1-181,10.41642861,-84.01939043,Derived,5,3.8,88.16,181,Volcán Barva,VG-VB-1,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164288,1/29/2008,Sapindaceae,Paullinia,clavigera,Marcos Molina,15.1,,,N,,2008.01,,Level 0,VL-VB-1-326,10.41625179,-84.02027145,Derived,20,71.12,16.35,326,Volcán Barva,VG-VB-1,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164289,1/29/2008,Dilleniaceae,Pinzona,coriacea,Marcos Molina,17.3,,,H,,2008.01,,Level 0,VL-VB-1-337,10.41619416,-84.02041601,Derived,21,84.86,6.23,337,Volcán Barva,VG-VB-1,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164290,1/29/2008,Dilleniaceae,Pinzona,coriacea,Marcos Molina,12.6,,,D,,2008.01,,Level 0,VL-VB-1-342,10.41612769,-84.02050404,Derived,21,96.18,1.89,342,Volcán Barva,VG-VB-1,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164291,1/29/2008,Dilleniaceae,Pinzona,coriacea,Marcos Molina,15.3,,,I,,2008.01,,Level 0,VL-VB-1-355,10.41620368,-84.02036778,Derived,21,81.19,10.17,355,Volcán Barva,VG-VB-1,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164292,1/29/2008,Sapindaceae,Paullinia,granatensis,Marcos Molina,12.1,,,,,2008.01,,Level 0,VL-VB-1-388,10.41594291,-84.02009358,Derived,23,89.96,50.87,388,Volcán Barva,VG-VB-1,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164293,1/29/2008,Unknown,Unknown,unknown,Marcos Molina,12.2,,,,,2008.01,recruit06,Level 0,VL-VB-1-445,10.41636367,-84.02026049,Derived,11,59.96,10.87,445,Volcán Barva,VG-VB-1,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164294,1/29/2008,Dilleniaceae,Pinzona,coriacea,Marcos Molina,10.9,,,T,,2008.01,recruit06,Level 0,VL-VB-1-447,10.4158445,-84.01972446,Derived,16,77.99,90.98,447,Volcán Barva,VG-VB-1,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164295,1/29/2008,Unknown,Unknown,unknown,Marcos Molina,11.1,,,,,2008.01,recruit07,Level 0,VL-VB-1-472,10.41619462,-84.01979997,Derived,14,49.38,63.6,472,Volcán Barva,VG-VB-1,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164296,1/23/2008,Dilleniaceae,Pinzona,coriacea,Marcos Molina,13.8,,,,,2008.01,,Level 0,VL-VB-2-170,10.40277089,-84.03769689,Derived,11,44.13,19.27,170,Volcán Barva,VG-VB-2,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164297,1/23/2008,Dilleniaceae,Pinzona,coriacea,Marcos Molina,17.2,,,,,2008.01,,Level 0,VL-VB-2-247,10.40226793,-84.03723188,Derived,15,45.2,94.68,247,Volcán Barva,VG-VB-2,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164298,1/23/2008,Dilleniaceae,Pinzona,coriacea,Marcos Molina,18,,,,,2008.01,,Level 0,VL-VB-2-255,10.40209085,-84.03741317,Derived,16,73.08,95.33,255,Volcán Barva,VG-VB-2,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164299,1/23/2008,Dilleniaceae,Pinzona,coriacea,Marcos Molina,11.8,,,,,2008.01,recruit05,Level 0,VL-VB-2-432,10.40267195,-84.03721704,Derived,4,13.38,63.26,432,Volcán Barva,VG-VB-2,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164300,1/23/2008,Sapindaceae,Paullinia,ingifolia,Marcos Molina,10.5,,,,,2008.01,recruit06,Level 0,VL-VB-2-454,10.40257145,-84.03766172,Derived,12,56.45,37.97,454,Volcán Barva,VG-VB-2,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164301,1/23/2008,Dilleniaceae,Pinzona,coriacea,Marcos Molina,11.9,,,U,,2008.01,recruit06,Level 0,VL-VB-2-455,10.40263024,-84.03751594,Derived,13,40.37,44.18,455,Volcán Barva,VG-VB-2,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164302,1/23/2008,Fabaceae,Bauhinia,guianensis,Marcos Molina,15.8,,,U,,2008.01,recruit06,Level 0,VL-VB-2-449,10.40271508,-84.03724364,Derived,3,12.23,57.79,449,Volcán Barva,VG-VB-2,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164303,1/14/2008,Unknown,Unknown,unknown,Marcos Molina,22.8,,,,,2008.01,,Level 0,VL-VB-3-15,10.31613165,-84.04748616,Derived,1,17.1,10.12,15,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164304,1/14/2008,Dilleniaceae,Pinzona,coriacea,Marcos Molina,16,,,,,2008.01,,Level 0,VL-VB-3-50,10.31640656,-84.04755074,Derived,3,10.04,40.53,50,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164305,1/14/2008,Unknown,Unknown,unknown,Marcos Molina,13.9,,,,,2008.01,,Level 0,VL-VB-3-63,10.31647575,-84.04747381,Derived,3,18.47,48.18,63,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164306,1/14/2008,Unknown,Unknown,unknown,Marcos Molina,12.6,,,,,2008.01,,Level 0,VL-VB-3-64,10.31647457,-84.04748723,Derived,3,17,48.05,64,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164307,1/14/2008,Unknown,Unknown,unknown,Marcos Molina,13.6,,,,,2008.01,,Level 0,VL-VB-3-70,10.31656515,-84.04750864,Derived,3,14.66,58.07,70,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164308,1/14/2008,Unknown,Unknown,unknown,Marcos Molina,14.1,,,,,2008.01,,Level 0,VL-VB-3-74,10.31651133,-84.04757015,Derived,3,7.92,52.12,74,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164309,1/14/2008,Unknown,Unknown,unknown,Marcos Molina,16.3,,,,,2008.01,,Level 0,VL-VB-3-94,10.31677559,-84.04758451,Derived,5,6.36,81.35,94,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164310,1/14/2008,Fabaceae,Bauhinia,guianensis,Marcos Molina,12,,,,,2008.01,,Level 0,VL-VB-3-182,10.31633393,-84.04741093,Derived,9,25.35,32.49,182,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164311,1/14/2008,Dilleniaceae,Pinzona,coriacea,Marcos Molina,15.8,,,,,2008.01,,Level 0,VL-VB-3-214,10.31613064,-84.04731452,Derived,10,35.9,10,214,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164312,1/14/2008,Bignoniaceae,Callichlamys,latifolia,Marcos Molina,11.9,,,,,2008.01,,Level 0,VL-VB-3-228,10.31607004,-84.04716842,Derived,11,51.9,3.29,228,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164313,1/14/2008,Lamiaceae,Aegiphila,cephalophora,Marcos Molina,11.3,,,D,,2008.01,,Level 0,VL-VB-3-232,10.31618623,-84.0471335,Derived,11,55.73,16.14,232,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164314,1/14/2008,Polygalaceae,Moutabea,gentryi,Marcos Molina,15,,,,,2008.01,,Level 0,VL-VB-3-242,10.31625266,-84.04719407,Derived,12,49.1,23.49,242,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164315,1/14/2008,Dilleniaceae,Pinzona,coriacea,Marcos Molina,10.5,,,,,2008.01,,Level 0,VL-VB-3-267,10.31641919,-84.04718757,Derived,13,49.82,41.91,267,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
164316,1/14/2008,Dilleniaceae,Pinzona,coriacea,Marcos Molina,12,,,,,2008.01,,Level 0,VL-VB-3-289,10.31649961,-84.04728401,Derived,8,39.26,50.81,289,Volcán Barva,VG-VB-3,Vegetation - Trees & Lianas 1.4,Organization for Tropical Studies,David  Clark,Johanna Hurtado
